text,propertyType,locality,furnishing,city,RentOrSale,BHK,URLs
Multistorey Apartment   Missing   Semi-Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Missing,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423637373531383831
Builder Floor Apartment   Vaishali Nagar   Furnished   Jaipur   3.0   2.0   Sale,Builder Floor Apartment,Vaishali Nagar,Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423637373031313733
Builder Floor Apartment   Sirsi Road   Semi-Furnished   Jaipur   2.0   2.0   Sale,Builder Floor Apartment,Sirsi Road,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-997-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sirsi-Road-in-Jaipur&id=4d423435363434333339
Multistorey Apartment   Missing   Semi-Furnished   Jaipur   3.0   2.0   Sale,Multistorey Apartment,Missing,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1205-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423637363839313335
Multistorey Apartment   Jagatpura   Semi-Furnished   Jaipur   3.0   2.0   Sale,Multistorey Apartment,Jagatpura,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1490-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423637363936393637
Multistorey Apartment   Danish Kunj   Unfurnished   Bhopal   3.0   2.0   Sale,Multistorey Apartment,Danish Kunj,Unfurnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1040-Sq-ft-Multistorey-Apartment-FOR-Sale-Danish-Kunj-in-Bhopal&id=4d423636373530303837
Villa   Jatkhedi   Semi-Furnished   Bhopal   5.0   5.0   Sale,Villa,Jatkhedi,Semi-Furnished,Bhopal,Sale,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-4000-Sq-ft-Villa-FOR-Sale-Jatkhedi-in-Bhopal&id=4d423634323938303633
Residential House   Missing   Unfurnished   Bhopal   5.0   3.0   Sale,Residential House,Missing,Unfurnished,Bhopal,Sale,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-1536-Sq-ft-Residential-House-FOR-Sale-in-Bhopal&id=4d423438393535363437
Residential House   Bairagarh   Unfurnished   Bhopal   2.0   2.0   Sale,Residential House,Bairagarh,Unfurnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Residential-House-FOR-Sale-Bairagarh-in-Bhopal&id=4d423637353639313431
Multistorey Apartment   Hoshangabad Road   Furnished   Bhopal   3.0   2.0   Sale,Multistorey Apartment,Hoshangabad Road,Furnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-910-Sq-ft-Multistorey-Apartment-FOR-Sale-Hoshangabad-Road-in-Bhopal&id=4d423530373531313730
Villa   Kolar Road Janki Nagar   Semi-Furnished   Bhopal   4.0   2.0   Sale,Villa,Kolar Road Janki Nagar,Semi-Furnished,Bhopal,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-1800-Sq-ft-Villa-FOR-Sale-Kolar-Road-Janki-Nagar-in-Bhopal&id=4d423636353838313433
Residential House   Bhanpur   Semi-Furnished   Bhopal   6.0   1.0   Sale,Residential House,Bhanpur,Semi-Furnished,Bhopal,Sale,6.0,https://www.magicbricks.com/propertyDetails/6-BHK-1800-Sq-ft-Residential-House-FOR-Sale-Bhanpur-in-Bhopal&id=4d423633303534323833
Residential House   Ayodhya Nagar   Semi-Furnished   Bhopal   Missing   6.0   Sale,Residential House,Ayodhya Nagar,Semi-Furnished,Bhopal,Sale,Missing,https://www.magicbricks.com/propertyDetails/4000-Sq-ft-Residential-House-FOR-Sale-Ayodhya-Nagar-in-Bhopal&id=4d423530393437313538
Multistorey Apartment   Katara Hills   Unfurnished   Bhopal   3.0   2.0   Sale,Multistorey Apartment,Katara Hills,Unfurnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Sale-Katara-Hills-in-Bhopal&id=4d423533383031373335
Multistorey Apartment   Hoshangabad Road   Unfurnished   Bhopal   2.0   2.0   Sale,Multistorey Apartment,Hoshangabad Road,Unfurnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-805-Sq-ft-Multistorey-Apartment-FOR-Sale-Hoshangabad-Road-in-Bhopal&id=4d423531323136353736
Villa   Bawadiya Kalan   Semi-Furnished   Bhopal   4.0   4.0   Sale,Villa,Bawadiya Kalan,Semi-Furnished,Bhopal,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-1300-Sq-ft-Villa-FOR-Sale-Bawadiya-Kalan-in-Bhopal&id=4d423637333131363931
Multistorey Apartment   Katara Hills   Furnished   Bhopal   2.0   1.0   Sale,Multistorey Apartment,Katara Hills,Furnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-590-Sq-ft-Multistorey-Apartment-FOR-Sale-Katara-Hills-in-Bhopal&id=4d423530393336353132
Multistorey Apartment   Kolar Road Janki Nagar   Unfurnished   Bhopal   2.0   2.0   Sale,Multistorey Apartment,Kolar Road Janki Nagar,Unfurnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-981-Sq-ft-Multistorey-Apartment-FOR-Sale-Kolar-Road-Janki-Nagar-in-Bhopal&id=4d423136353336383639
Multistorey Apartment   Misrod   Unfurnished   Bhopal   1.0   1.0   Sale,Multistorey Apartment,Misrod,Unfurnished,Bhopal,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-480-Sq-ft-Multistorey-Apartment-FOR-Sale-Misrod-in-Bhopal&id=4d423636303834343531
Residential House   Missing   Semi-Furnished   Bhopal   2.0   3.0   Sale,Residential House,Missing,Semi-Furnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Sale-in-Bhopal&id=4d423637343835303233
Multistorey Apartment   Missing   Missing   Bhopal   3.0   Missing   Sale,Multistorey Apartment,Missing,Missing,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1520-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Bhopal&id=4d423637353236333237
Multistorey Apartment   Missing   Unfurnished   Bhopal   3.0   3.0   Sale,Multistorey Apartment,Missing,Unfurnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Bhopal&id=4d423434393434363533
Residential House   Missing   Unfurnished   Bhopal   3.0   3.0   Sale,Residential House,Missing,Unfurnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1780-Sq-ft-Residential-House-FOR-Sale-in-Bhopal&id=4d423636303034373335
Builder Floor Apartment   Missing   Unfurnished   Bhopal   3.0   2.0   Sale,Builder Floor Apartment,Missing,Unfurnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-in-Bhopal&id=4d423337343432373531
Residential House   Missing   Furnished   Bhopal   2.0   4.0   Sale,Residential House,Missing,Furnished,Bhopal,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Sale-in-Bhopal&id=4d423637343736313331
Builder Floor Apartment   Anandnagar Colony   Furnished   Bhopal   10.0   1.0   Sale,Builder Floor Apartment,Anandnagar Colony,Furnished,Bhopal,Sale,10.0,https://www.magicbricks.com/propertyDetails/10-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Anandnagar-Colony-in-Bhopal&id=4d423134373731313530
Residential House   Awadhpuri   Unfurnished   Bhopal   3.0   3.0   Sale,Residential House,Awadhpuri,Unfurnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Residential-House-FOR-Sale-Awadhpuri-in-Bhopal&id=4d423637333032303639
Multistorey Apartment   Kohefiza   Semi-Furnished   Bhopal   3.0   3.0   Sale,Multistorey Apartment,Kohefiza,Semi-Furnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Kohefiza-in-Bhopal&id=4d423636333337333433
Multistorey Apartment   Churchgate   Semi-Furnished   Mumbai   3.0   4.0   Sale,Multistorey Apartment,Churchgate,Semi-Furnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-4100-Sq-ft-Multistorey-Apartment-FOR-Sale-Churchgate-in-Mumbai&id=4d423636323136393531
Multistorey Apartment   Santacruz West   Unfurnished   Mumbai   3.0   3.0   Sale,Multistorey Apartment,Santacruz West,Unfurnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Sale-Santacruz-West-in-Mumbai&id=4d423637363331383431
Multistorey Apartment   Shastri Nagar   Unfurnished   Mumbai   1.0   2.0   Sale,Multistorey Apartment,Shastri Nagar,Unfurnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-760-Sq-ft-Multistorey-Apartment-FOR-Sale-Shastri-Nagar-in-Mumbai&id=4d423636353430373337
Multistorey Apartment   Juhu   Furnished   Mumbai   3.0   4.0   Sale,Multistorey Apartment,Juhu,Furnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Juhu-in-Mumbai&id=4d423636323739373737
Multistorey Apartment   Goregaon East   Semi-Furnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Goregaon East,Semi-Furnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-880-Sq-ft-Multistorey-Apartment-FOR-Sale-Goregaon-East-in-Mumbai&id=4d423637353137323835
Multistorey Apartment   Prabhadevi   Semi-Furnished   Mumbai   4.0   5.0   Sale,Multistorey Apartment,Prabhadevi,Semi-Furnished,Mumbai,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2800-Sq-ft-Multistorey-Apartment-FOR-Sale-Prabhadevi-in-Mumbai-r1&id=4d423631383832373131
Multistorey Apartment   Hoshangabad Road   Semi-Furnished   Bhopal   3.0   2.0   Sale,Multistorey Apartment,Hoshangabad Road,Semi-Furnished,Bhopal,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1460-Sq-ft-Multistorey-Apartment-FOR-Sale-Hoshangabad-Road-in-Bhopal&id=4d423636333331303531
Multistorey Apartment   Govandi Station Road   Unfurnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Govandi Station Road,Unfurnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1020-Sq-ft-Multistorey-Apartment-FOR-Sale-Govandi-Station-Road-in-Mumbai&id=4d423634373737343239
Multistorey Apartment   Lokhandwala Complex   Unfurnished   Mumbai   1.0   1.0   Sale,Multistorey Apartment,Lokhandwala Complex,Unfurnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Sale-Lokhandwala-Complex-in-Mumbai&id=4d423637343730313337
Multistorey Apartment   Vasai East   Unfurnished   Mumbai   1.0   1.0   Sale,Multistorey Apartment,Vasai East,Unfurnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-420-Sq-ft-Multistorey-Apartment-FOR-Sale-Vasai-East-in-Mumbai&id=4d423636343135373031
Multistorey Apartment   Kanjurmarg West   Unfurnished   Mumbai   3.0   3.0   Sale,Multistorey Apartment,Kanjurmarg West,Unfurnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1298-Sq-ft-Multistorey-Apartment-FOR-Sale-Kanjurmarg-West-in-Mumbai&id=4d423634383330373037
Multistorey Apartment   Dadar East   Semi-Furnished   Mumbai   3.0   3.0   Sale,Multistorey Apartment,Dadar East,Semi-Furnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Dadar-East-in-Mumbai&id=4d423636393730343531
Multistorey Apartment   Worli   Semi-Furnished   Mumbai   3.0   4.0   Sale,Multistorey Apartment,Worli,Semi-Furnished,Mumbai,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Sale-Worli-in-Mumbai&id=4d423635363930363339
Multistorey Apartment   Lower Parel West   Unfurnished   Mumbai   4.0   4.0   Sale,Multistorey Apartment,Lower Parel West,Unfurnished,Mumbai,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-3450-Sq-ft-Multistorey-Apartment-FOR-Sale-Lower-Parel-West-in-Mumbai&id=4d423635353830303933
Multistorey Apartment   Bandra East   Semi-Furnished   Mumbai   4.0   5.0   Sale,Multistorey Apartment,Bandra East,Semi-Furnished,Mumbai,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-3650-Sq-ft-Multistorey-Apartment-FOR-Sale-Bandra-East-in-Mumbai&id=4d423636383331363237
Multistorey Apartment   Powai   Semi-Furnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Powai,Semi-Furnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-999-Sq-ft-Multistorey-Apartment-FOR-Sale-Powai-in-Mumbai&id=4d423635303837313039
Multistorey Apartment   Azad Nagar - Goregaon East   Unfurnished   Mumbai   4.0   3.0   Sale,Multistorey Apartment,Azad Nagar - Goregaon East,Unfurnished,Mumbai,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Azad-Nagar-in-Mumbai&id=4d423637383232373137
Multistorey Apartment   Gokuldham   Semi-Furnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Gokuldham,Semi-Furnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Sale-Gokuldham-in-Mumbai&id=4d423637333235363537
Multistorey Apartment   Naigaon East   Semi-Furnished   Mumbai   1.0   2.0   Sale,Multistorey Apartment,Naigaon East,Semi-Furnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-565-Sq-ft-Multistorey-Apartment-FOR-Sale-Naigaon-East-in-Mumbai&id=4d423633333538393131
Multistorey Apartment   Pant Nagar   Unfurnished   Mumbai   2.0   2.0   Sale,Multistorey Apartment,Pant Nagar,Unfurnished,Mumbai,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-615-Sq-ft-Multistorey-Apartment-FOR-Sale-Pant-Nagar-in-Mumbai-r1&id=4d423632373138313435
Multistorey Apartment   Sirsi Road   Semi-Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Sirsi Road,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1090-Sq-ft-Multistorey-Apartment-FOR-Sale-Sirsi-Road-in-Jaipur&id=4d423239393432383931
Multistorey Apartment   Byculla East   Semi-Furnished   Mumbai   1.0   2.0   Sale,Multistorey Apartment,Byculla East,Semi-Furnished,Mumbai,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Sale-Byculla-East-in-Mumbai&id=4d423634323130393631
Multistorey Apartment   Vaishali Nagar   Furnished   Jaipur   3.0   3.0   Sale,Multistorey Apartment,Vaishali Nagar,Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1660-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423637383031383935
Multistorey Apartment   Ajmer Road   Semi-Furnished   Jaipur   3.0   3.0   Sale,Multistorey Apartment,Ajmer Road,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1505-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423532393039393537
Multistorey Apartment   Ajmer Road   Unfurnished   Jaipur   3.0   3.0   Sale,Multistorey Apartment,Ajmer Road,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1359-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423632393535373433
Multistorey Apartment   Jagatpura   Furnished   Jaipur   3.0   3.0   Sale,Multistorey Apartment,Jagatpura,Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423637373439393331
Multistorey Apartment   Missing   Semi-Furnished   Jaipur   4.0   3.0   Sale,Multistorey Apartment,Missing,Semi-Furnished,Jaipur,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423637363835393037
Villa   Sukhdeopura Nohara   Semi-Furnished   Jaipur   3.0   3.0   Sale,Villa,Sukhdeopura Nohara,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2052-Sq-ft-Villa-FOR-Sale-Sukhdeopura-Nohara-in-Jaipur&id=4d423636333034323631
Builder Floor Apartment   Jagatpura   Semi-Furnished   Jaipur   2.0   2.0   Sale,Builder Floor Apartment,Jagatpura,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-810-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423637363836353531
Multistorey Apartment   Jagatpura   Unfurnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Jagatpura,Unfurnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423336393934303233
Builder Floor Apartment   Chitrakoot   Semi-Furnished   Jaipur   2.0   2.0   Sale,Builder Floor Apartment,Chitrakoot,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chitrakoot-in-Jaipur&id=4d423538303235313735
Residential House   Bhankrota   Unfurnished   Jaipur   3.0   3.0   Sale,Residential House,Bhankrota,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Residential-House-FOR-Sale-Bhankrota-in-Jaipur&id=4d423635353839303639
Multistorey Apartment   Mangyawas   Semi-Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Mangyawas,Semi-Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423637363931393339
Villa   Jagatpura   Furnished   Jaipur   3.0   3.0   Sale,Villa,Jagatpura,Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Villa-FOR-Sale-Jagatpura-in-Jaipur&id=4d423637373930333437
Residential House   Sector 9 Chitrakoot   Semi-Furnished   Jaipur   3.0   3.0   Sale,Residential House,Sector 9 Chitrakoot,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Residential-House-FOR-Sale-Sector-9-Chitrakoot-in-Jaipur&id=4d423637373734303139
Residential House   Barkat Nagar   Furnished   Jaipur   5.0   4.0   Sale,Residential House,Barkat Nagar,Furnished,Jaipur,Sale,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-3500-Sq-ft-Residential-House-FOR-Sale-Barkat-Nagar-in-Jaipur&id=4d423538393330363031
Builder Floor Apartment   Missing   Semi-Furnished   Jaipur   3.0   3.0   Sale,Builder Floor Apartment,Missing,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1530-Sq-ft-Builder-Floor-Apartment-FOR-Sale-in-Jaipur&id=4d423637363632313931
Multistorey Apartment   Ajmer Road   Furnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Ajmer Road,Furnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-579-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423637373439303333
Multistorey Apartment   Mahal Road   Semi-Furnished   Jaipur   4.0   3.0   Sale,Multistorey Apartment,Mahal Road,Semi-Furnished,Jaipur,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2329-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahal-Road-in-Jaipur&id=4d423637363037303031
Studio Apartment   Ajmer Road   Furnished   Jaipur   Missing   1.0   Sale,Studio Apartment,Ajmer Road,Furnished,Jaipur,Sale,Missing,https://www.magicbricks.com/propertyDetails/531-Sq-ft-Studio-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423637323338353037
Multistorey Apartment   Mansarovar Extension   Unfurnished   Jaipur   3.0   3.0   Sale,Multistorey Apartment,Mansarovar Extension,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1244-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423637363330383431
Builder Floor Apartment   Shyam Nagar   Unfurnished   Jaipur   2.0   2.0   Sale,Builder Floor Apartment,Shyam Nagar,Unfurnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Shyam-Nagar-in-Jaipur&id=4d423637363938353735
Multistorey Apartment   Kalwar Road   Unfurnished   Jaipur   1.0   1.0   Sale,Multistorey Apartment,Kalwar Road,Unfurnished,Jaipur,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-701-Sq-ft-Multistorey-Apartment-FOR-Sale-Kalwar-Road-in-Jaipur&id=4d423434363239333335
Multistorey Apartment   Mansarovar   Semi-Furnished   Jaipur   3.0   2.0   Sale,Multistorey Apartment,Mansarovar,Semi-Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1220-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-in-Jaipur&id=4d423637373633303537
Residential House   Meenawala   Missing   Jaipur   3.0   Missing   Sale,Residential House,Meenawala,Missing,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Residential-House-FOR-Sale-Meena-Wala-in-Jaipur&id=4d423637373131343033
Multistorey Apartment   Ajmer Road   Semi-Furnished   Jaipur   4.0   3.0   Sale,Multistorey Apartment,Ajmer Road,Semi-Furnished,Jaipur,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423636303634393833
Multistorey Apartment   Missing   Unfurnished   Jaipur   2.0   2.0   Sale,Multistorey Apartment,Missing,Unfurnished,Jaipur,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-96-Sq-m-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423637363732383033
Multistorey Apartment   Manyawas   Furnished   Jaipur   3.0   2.0   Sale,Multistorey Apartment,Manyawas,Furnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Manyawas-in-Jaipur&id=4d423632313037323039
Residential House   Hathoj   Unfurnished   Jaipur   3.0   2.0   Sale,Residential House,Hathoj,Unfurnished,Jaipur,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Residential-House-FOR-Sale-Hathod-in-Jaipur&id=4d423636333131373439
