text,propertyType,locality,furnishing,city,RentOrSale,BHK,URLs
Multistorey Apartment   Sargasan   Furnished   Gandhinagar   2.0   2.0   Rent,Multistorey Apartment,Sargasan,Furnished,Gandhinagar,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-160-Sq-yrd-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423637313733373731
Residential House   Sector 3    Unfurnished   Gandhinagar   1.0   1.0   Rent,Residential House,Sector 3 ,Unfurnished,Gandhinagar,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-90-Sq-yrd-Residential-House-FOR-Rent-Sector-3-in-Gandhinagar-r3&id=4d423534363734323035
Residential House   Sector 19   Furnished   Chandigarh   3.0   3.0   Rent,Residential House,Sector 19,Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Residential-House-FOR-Rent-Sector-19-in-Chandigarh&id=4d423637343035353235
Builder Floor Apartment   Sector 20   Furnished   Chandigarh   3.0   2.0   Rent,Builder Floor Apartment,Sector 20,Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-20-in-Chandigarh-r5&id=4d423631343132313637
Residential House   Sector 27   Furnished   Chandigarh   1.0   1.0   Rent,Residential House,Sector 27,Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-1500-Sq-ft-Residential-House-FOR-Rent-Sector-27-in-Chandigarh-r9&id=4d423436343737393131
Multistorey Apartment   Sargasan   Semi-Furnished   Gandhinagar   2.0   2.0   Rent,Multistorey Apartment,Sargasan,Semi-Furnished,Gandhinagar,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-160-Sq-yrd-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423637313735303635
Builder Floor Apartment   Sector 28   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 28,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-300-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-28-in-Chandigarh&id=4d423636393635303839
Multistorey Apartment   Gandhinagar   Unfurnished   Gandhinagar   2.0   2.0   Rent,Multistorey Apartment,Gandhinagar,Unfurnished,Gandhinagar,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-135-Sq-yrd-Multistorey-Apartment-FOR-Rent-Gandhinagar-in-Gandhinagar-r1&id=4d423536333233363139
Villa   Gandhinagar   Semi-Furnished   Gandhinagar   4.0   4.0   Rent,Villa,Gandhinagar,Semi-Furnished,Gandhinagar,Rent,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-170-Sq-yrd-Villa-FOR-Rent-Gandhinagar-in-Gandhinagar&id=4d423637313734343931
Builder Floor Apartment   Sector 18   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 18,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-4500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-18-in-Chandigarh-r3&id=4d423633363438333835
Builder Floor Apartment   Sector-33   Furnished   Chandigarh   1.0   1.0   Rent,Builder Floor Apartment,Sector-33,Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-33-in-Chandigarh-r12&id=4d423530373530363238
Villa   Sector 21D   Semi-Furnished   Chandigarh   5.0   5.0   Rent,Villa,Sector 21D,Semi-Furnished,Chandigarh,Rent,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-1-Kanal-Villa-FOR-Rent-Sector-21D-in-Chandigarh&id=4d423637353731383833
Builder Floor Apartment   Sector 18   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 18,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-200-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-18-in-Chandigarh&id=4d423636393635303133
Villa   Sector 8   Unfurnished   Chandigarh   6.0   5.0   Rent,Villa,Sector 8,Unfurnished,Chandigarh,Rent,6.0,https://www.magicbricks.com/propertyDetails/6-BHK-5640-Sq-ft-Villa-FOR-Rent-Sector-8-in-Chandigarh&id=4d423636383934333839
Builder Floor Apartment   Sector 19   Semi-Furnished   Chandigarh   2.0   1.0   Rent,Builder Floor Apartment,Sector 19,Semi-Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-19-in-Chandigarh-r11&id=4d423430373336383731
Builder Floor Apartment   Sector 18   Semi-Furnished   Chandigarh   3.0   2.0   Rent,Builder Floor Apartment,Sector 18,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-18-in-Chandigarh-r3&id=4d423633363438323533
Villa   Sector 18C   Semi-Furnished   Chandigarh   6.0   5.0   Rent,Villa,Sector 18C,Semi-Furnished,Chandigarh,Rent,6.0,https://www.magicbricks.com/propertyDetails/6-BHK-1-Kanal-Villa-FOR-Rent-Sector-18C-in-Chandigarh&id=4d423637333135343833
Residential House   Sector 36   Furnished   Chandigarh   1.0   1.0   Rent,Residential House,Sector 36,Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-1300-Sq-ft-Residential-House-FOR-Rent-Sector-36-in-Chandigarh-r13&id=4d423437313238303739
Builder Floor Apartment   Sector 10   Furnished   Chandigarh   6.0   6.0   Rent,Builder Floor Apartment,Sector 10,Furnished,Chandigarh,Rent,6.0,https://www.magicbricks.com/propertyDetails/6-BHK-4500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-10-in-Chandigarh-r1&id=4d423632303337313833
Builder Floor Apartment   Sector 32   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 32,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-300-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-32-in-Chandigarh&id=4d423636393634393833
Residential House   Sector 18   Furnished   Chandigarh   3.0   3.0   Rent,Residential House,Sector 18,Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2650-Sq-ft-Residential-House-FOR-Rent-Sector-18-in-Chandigarh&id=4d423636383934343631
Villa   Sector 18   Unfurnished   Chandigarh   6.0   5.0   Rent,Villa,Sector 18,Unfurnished,Chandigarh,Rent,6.0,https://www.magicbricks.com/propertyDetails/6-BHK-1-Kanal-Villa-FOR-Rent-Sector-18-in-Chandigarh&id=4d423637343639373737
Builder Floor Apartment   Sector-35   Furnished   Chandigarh   1.0   1.0   Rent,Builder Floor Apartment,Sector-35,Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-1400-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-35-in-Chandigarh-r13&id=4d423531303530393830
Builder Floor Apartment   Sector-34   Semi-Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector-34,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-4000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-34-in-Chandigarh-r2&id=4d423634383735393137
Builder Floor Apartment   Sector 28   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 28,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-28-in-Chandigarh&id=4d423636393635303433
Residential House   Sector 19   Unfurnished   Chandigarh   2.0   2.0   Rent,Residential House,Sector 19,Unfurnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1650-Sq-ft-Residential-House-FOR-Rent-Sector-19-in-Chandigarh&id=4d423636383739383031
Residential House   Sector 21   Furnished   Chandigarh   3.0   3.0   Rent,Residential House,Sector 21,Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-4000-Sq-ft-Residential-House-FOR-Rent-Sector-21-in-Chandigarh-r3&id=4d423633363037383237
Villa   Sector 8   Unfurnished   Chandigarh   7.0   7.0   Rent,Villa,Sector 8,Unfurnished,Chandigarh,Rent,7.0,https://www.magicbricks.com/propertyDetails/7-BHK-5670-Sq-ft-Villa-FOR-Rent-Sector-8-in-Chandigarh&id=4d423636383934373733
Builder Floor Apartment   Sector 18   Furnished   Chandigarh   2.0   1.0   Rent,Builder Floor Apartment,Sector 18,Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-2500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-18-in-Chandigarh-r10&id=4d423439323139393937
Residential House   Sector 40   Furnished   Chandigarh   1.0   1.0   Rent,Residential House,Sector 40,Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-1200-Sq-ft-Residential-House-FOR-Rent-Sector-40-in-Chandigarh-r14&id=4d423436393830313139
Villa   Sector-33   Semi-Furnished   Chandigarh   4.0   4.0   Rent,Villa,Sector-33,Semi-Furnished,Chandigarh,Rent,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2300-Sq-ft-Villa-FOR-Rent-Sector-33-in-Chandigarh&id=4d423637333539303735
Builder Floor Apartment   Sector 20   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 20,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-250-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-20-in-Chandigarh&id=4d423636383831313435
Builder Floor Apartment   Sector 19   Semi-Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 19,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-19-in-Chandigarh&id=4d423636393833333333
Villa   Sector-11   Semi-Furnished   Chandigarh   4.0   4.0   Rent,Villa,Sector-11,Semi-Furnished,Chandigarh,Rent,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-4200-Sq-ft-Villa-FOR-Rent-Sector-11-in-Chandigarh-r3&id=4d423633343631323639
Builder Floor Apartment   Sector-37   Semi-Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector-37,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-4500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-37-in-Chandigarh-r5&id=4d423439303638323437
Residential House   Sector-44   Unfurnished   Chandigarh   2.0   1.0   Rent,Residential House,Sector-44,Unfurnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1400-Sq-ft-Residential-House-FOR-Rent-Sector-44-in-Chandigarh-r6&id=4d423435383034383239
Builder Floor Apartment   Sector-11   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector-11,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-500-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-11-in-Chandigarh&id=4d423636383831303731
Builder Floor Apartment   Sector-35   Unfurnished   Chandigarh   2.0   2.0   Rent,Builder Floor Apartment,Sector-35,Unfurnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-2000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-35-in-Chandigarh-r8&id=4d423431333436373935
Villa   Sector 21   Furnished   Chandigarh   4.0   4.0   Rent,Villa,Sector 21,Furnished,Chandigarh,Rent,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-4200-Sq-ft-Villa-FOR-Rent-Sector-21-in-Chandigarh-r3&id=4d423633343631323631
Multistorey Apartment   Sector 10   Semi-Furnished   Chandigarh   3.0   4.0   Rent,Multistorey Apartment,Sector 10,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-10-in-Chandigarh&id=4d423637353736303337
Builder Floor Apartment   Sector 18   Unfurnished   Chandigarh   3.0   2.0   Rent,Builder Floor Apartment,Sector 18,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-500-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-18-in-Chandigarh&id=4d423636393435303935
Builder Floor Apartment   Sector 20   Semi-Furnished   Chandigarh   2.0   1.0   Rent,Builder Floor Apartment,Sector 20,Semi-Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-20-in-Chandigarh&id=4d423636393833333235
Residential House   Sector-35   Furnished   Chandigarh   1.0   1.0   Rent,Residential House,Sector-35,Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-1500-Sq-ft-Residential-House-FOR-Rent-Sector-35-in-Chandigarh-r3&id=4d423434393431333131
Residential House   Sector-34   Furnished   Chandigarh   4.0   4.0   Rent,Residential House,Sector-34,Furnished,Chandigarh,Rent,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-3000-Sq-ft-Residential-House-FOR-Rent-Sector-34-in-Chandigarh-r7&id=4d423538313834383835
Builder Floor Apartment   Sector-35   Semi-Furnished   Chandigarh   4.0   4.0   Rent,Builder Floor Apartment,Sector-35,Semi-Furnished,Chandigarh,Rent,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-14-Marla-Builder-Floor-Apartment-FOR-Rent-Sector-35-in-Chandigarh&id=4d423637353735393937
Builder Floor Apartment   Sector 28   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 28,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-350-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-28-in-Chandigarh&id=4d423637313739353033
Builder Floor Apartment   Sector 8   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 8,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-8-in-Chandigarh&id=4d423637323130353439
Builder Floor Apartment   Sector 16   Semi-Furnished   Chandigarh   4.0   3.0   Rent,Builder Floor Apartment,Sector 16,Semi-Furnished,Chandigarh,Rent,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-3500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-16-in-Chandigarh&id=4d423636393833333035
Builder Floor Apartment   Sector-34   Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector-34,Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-34-in-Chandigarh-r6&id=4d423539393034323931
Builder Floor Apartment   Sector-11   Semi-Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector-11,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-11-in-Chandigarh&id=4d423637333330373837
Builder Floor Apartment   Sector 48   Furnished   Chandigarh   1.0   1.0   Rent,Builder Floor Apartment,Sector 48,Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-48-in-Chandigarh-r10&id=4d423534343333383035
Studio Apartment   Sector 8   Semi-Furnished   Chandigarh   Missing   1.0   Rent,Studio Apartment,Sector 8,Semi-Furnished,Chandigarh,Rent,Missing,https://www.magicbricks.com/propertyDetails/1200-Sq-ft-Studio-Apartment-FOR-Rent-Sector-8-in-Chandigarh-r7&id=4d423434333633303133
Builder Floor Apartment   Sector 27   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 27,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-250-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-27-in-Chandigarh&id=4d423637303437393533
Builder Floor Apartment   Sector 36   Furnished   Chandigarh   2.0   2.0   Rent,Builder Floor Apartment,Sector 36,Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-2000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-36-in-Chandigarh-r8&id=4d423433303839353437
Builder Floor Apartment   Sector 8   Semi-Furnished   Chandigarh   3.0   2.0   Rent,Builder Floor Apartment,Sector 8,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-8-in-Chandigarh&id=4d423637323130353939
Builder Floor Apartment   Sector-38   Semi-Furnished   Chandigarh   2.0   2.0   Rent,Builder Floor Apartment,Sector-38,Semi-Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-38-in-Chandigarh-r10&id=4d423431343137333839
Multistorey Apartment   Sector-44   Furnished   Chandigarh   1.0   1.0   Rent,Multistorey Apartment,Sector-44,Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-44-in-Chandigarh-r13&id=4d423439333734393633
Residential House   Sector 19   Semi-Furnished   Chandigarh   3.0   2.0   Rent,Residential House,Sector 19,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-3500-Sq-ft-Residential-House-FOR-Rent-Sector-19-in-Chandigarh-r4&id=4d423632383733303437
Builder Floor Apartment   Sector 27   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 27,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-500-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-27-in-Chandigarh-r1&id=4d423636313637343133
Studio Apartment   Sector-11   Furnished   Chandigarh   Missing   1.0   Rent,Studio Apartment,Sector-11,Furnished,Chandigarh,Rent,Missing,https://www.magicbricks.com/propertyDetails/1200-Sq-ft-Studio-Apartment-FOR-Rent-Sector-11-in-Chandigarh-r2&id=4d423539313038373031
Builder Floor Apartment   Sector 10   Semi-Furnished   Chandigarh   3.0   4.0   Rent,Builder Floor Apartment,Sector 10,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1-Kanal-Builder-Floor-Apartment-FOR-Rent-Sector-10-in-Chandigarh&id=4d423637333332383331
Builder Floor Apartment   Sector-44   Semi-Furnished   Chandigarh   2.0   2.0   Rent,Builder Floor Apartment,Sector-44,Semi-Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-2000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-44-in-Chandigarh-r5&id=4d423537373838303539
Residential House   Sector 16   Unfurnished   Chandigarh   3.0   3.0   Rent,Residential House,Sector 16,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2340-Sq-ft-Residential-House-FOR-Rent-Sector-16-in-Chandigarh-r1&id=4d423635353038333833
Builder Floor Apartment   Sector 28   Semi-Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 28,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-3500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-28-in-Chandigarh-r4&id=4d423632383732393835
Villa   Sector 33A   Furnished   Chandigarh   5.0   5.0   Rent,Villa,Sector 33A,Furnished,Chandigarh,Rent,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-8000-Sq-ft-Villa-FOR-Rent-Sector-33A-in-Chandigarh&id=4d423637333730393233
Builder Floor Apartment   Sector-15   Semi-Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector-15,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-15-in-Chandigarh-r5&id=4d423435313839343239
Builder Floor Apartment   Sector 21   Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 21,Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-10-Marla-Builder-Floor-Apartment-FOR-Rent-Sector-21-in-Chandigarh&id=4d423637303036383639
Builder Floor Apartment   Sector 21   Semi-Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 21,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-21-in-Chandigarh&id=4d423637333239383939
Builder Floor Apartment   Sector-35   Semi-Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector-35,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-5000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-35-in-Chandigarh&id=4d423637303839363433
Builder Floor Apartment   Sector 18   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector 18,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-18-in-Chandigarh&id=4d423637343738383035
Builder Floor Apartment   Sector-34   Unfurnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Sector-34,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-250-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-34-in-Chandigarh-r1&id=4d423636313233393935
Residential House   Sector 40   Furnished   Chandigarh   1.0   1.0   Rent,Residential House,Sector 40,Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Sector-40-in-Chandigarh-r14&id=4d423439313437333533
Multistorey Apartment   Zirakpur   Semi-Furnished   Chandigarh   2.0   2.0   Rent,Multistorey Apartment,Zirakpur,Semi-Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Rent-Zirakpur-in-Chandigarh&id=4d423637323332323737
Builder Floor Apartment   Sector 2   Unfurnished   Chandigarh   4.0   4.0   Rent,Builder Floor Apartment,Sector 2,Unfurnished,Chandigarh,Rent,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-500-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sector-2-in-Chandigarh-r1&id=4d423636313234303435
